Data type,Cancer group/site,Year,Sex,Age group (years),Count
Actual,Melanoma of the skin,1991,Males,50-54,50
Actual,Melanoma of the skin,1991,Females,50-54,18
Actual,Melanoma of the skin,1991,Persons,50-54,68
Actual,Melanoma of the skin,1991,Males,55-59,40
Actual,Melanoma of the skin,1991,Females,55-59,29
Actual,Melanoma of the skin,1991,Persons,55-59,69
Actual,Melanoma of the skin,1991,Males,60-64,64
Actual,Melanoma of the skin,1991,Females,60-64,40
Actual,Melanoma of the skin,1991,Persons,60-64,104
Actual,Melanoma of the skin,1991,Males,65-69,71
Actual,Melanoma of the skin,1991,Females,65-69,21
Actual,Melanoma of the skin,1991,Persons,65-69,92
Actual,Melanoma of the skin,1991,Males,70-74,63
Actual,Melanoma of the skin,1991,Females,70-74,37
Actual,Melanoma of the skin,1991,Persons,70-74,100
Actual,Melanoma of the skin,1991,Males,75-79,61
Actual,Melanoma of the skin,1991,Females,75-79,24
Actual,Melanoma of the skin,1991,Persons,75-79,85
Actual,Melanoma of the skin,1991,Males,80-84,35
Actual,Melanoma of the skin,1991,Females,80-84,28
Actual,Melanoma of the skin,1991,Persons,80-84,63
Actual,Melanoma of the skin,1991,Males,85-89,19
Actual,Melanoma of the skin,1991,Females,85-89,17
Actual,Melanoma of the skin,1991,Persons,85-89,36
Actual,Melanoma of the skin,1991,Males,90+,7
Actual,Melanoma of the skin,1991,Females,90+,12
Actual,Melanoma of the skin,1991,Persons,90+,19
Actual,Melanoma of the skin,1991,Males,All ages combined,512
Actual,Melanoma of the skin,1991,Females,All ages combined,292
Actual,Melanoma of the skin,1991,Persons,All ages combined,804
Actual,Melanoma of the skin,1992,Males,00-04,1
Actual,Melanoma of the skin,1992,Persons,00-04,1
Actual,Melanoma of the skin,1992,Males,10-14,1
Actual,Melanoma of the skin,1992,Persons,10-14,1
Actual,Melanoma of the skin,1992,Females,15-19,2
Actual,Melanoma of the skin,1992,Persons,15-19,2
Actual,Melanoma of the skin,1992,Males,20-24,5
Actual,Melanoma of the skin,1992,Females,20-24,3
Actual,Melanoma of the skin,1992,Persons,20-24,8
Actual,Melanoma of the skin,1992,Males,25-29,8
Actual,Melanoma of the skin,1992,Females,25-29,5
Actual,Melanoma of the skin,1992,Persons,25-29,13
Actual,Melanoma of the skin,1992,Males,30-34,19
Actual,Melanoma of the skin,1992,Females,30-34,14
Actual,Melanoma of the skin,1992,Persons,30-34,33
Actual,Melanoma of the skin,1992,Males,35-39,22
Actual,Melanoma of the skin,1992,Females,35-39,11
Actual,Melanoma of the skin,1992,Persons,35-39,33
Actual,Melanoma of the skin,1992,Males,40-44,23
Actual,Melanoma of the skin,1992,Females,40-44,31
Actual,Melanoma of the skin,1992,Persons,40-44,54
Actual,Melanoma of the skin,1992,Males,45-49,37
Actual,Melanoma of the skin,1992,Females,45-49,24
Actual,Melanoma of the skin,1992,Persons,45-49,61
Actual,Melanoma of the skin,1992,Males,50-54,25
Actual,Melanoma of the skin,1992,Females,50-54,24
Actual,Melanoma of the skin,1992,Persons,50-54,49
Actual,Melanoma of the skin,1992,Males,55-59,39
Actual,Melanoma of the skin,1992,Females,55-59,17
Actual,Melanoma of the skin,1992,Persons,55-59,56
Actual,Melanoma of the skin,1992,Males,60-64,59
Actual,Melanoma of the skin,1992,Females,60-64,26
Actual,Melanoma of the skin,1992,Persons,60-64,85
Actual,Melanoma of the skin,1992,Males,65-69,66
Actual,Melanoma of the skin,1992,Females,65-69,43
Actual,Melanoma of the skin,1992,Persons,65-69,109
Actual,Melanoma of the skin,1992,Males,70-74,77
Actual,Melanoma of the skin,1992,Females,70-74,39
Actual,Melanoma of the skin,1992,Persons,70-74,116
Actual,Melanoma of the skin,1992,Males,75-79,66
Actual,Melanoma of the skin,1992,Females,75-79,40
Actual,Melanoma of the skin,1992,Persons,75-79,106
Actual,Melanoma of the skin,1992,Males,80-84,47
Actual,Melanoma of the skin,1992,Females,80-84,32
Actual,Melanoma of the skin,1992,Persons,80-84,79
Actual,Melanoma of the skin,1992,Males,85-89,22
Actual,Melanoma of the skin,1992,Females,85-89,20
Actual,Melanoma of the skin,1992,Persons,85-89,42
Actual,Melanoma of the skin,1992,Males,90+,6
Actual,Melanoma of the skin,1992,Females,90+,13
Actual,Melanoma of the skin,1992,Persons,90+,19
Actual,Melanoma of the skin,1992,Males,All ages combined,523
Actual,Melanoma of the skin,1992,Females,All ages combined,344
Actual,Melanoma of the skin,1992,Persons,All ages combined,867
Actual,Melanoma of the skin,1993,Males,15-19,2
Actual,Melanoma of the skin,1993,Females,15-19,1
Actual,Melanoma of the skin,1993,Persons,15-19,3
Actual,Melanoma of the skin,1993,Males,20-24,6
Actual,Melanoma of the skin,1993,Persons,20-24,6
Actual,Melanoma of the skin,1993,Males,25-29,10
Actual,Melanoma of the skin,1993,Females,25-29,4
Actual,Melanoma of the skin,1993,Persons,25-29,14
Actual,Melanoma of the skin,1993,Males,30-34,19
Actual,Melanoma of the skin,1993,Females,30-34,4
Actual,Melanoma of the skin,1993,Persons,30-34,23
Actual,Melanoma of the skin,1993,Males,35-39,20
Actual,Melanoma of the skin,1993,Females,35-39,8
Actual,Melanoma of the skin,1993,Persons,35-39,28
Actual,Melanoma of the skin,1993,Males,40-44,39
Actual,Melanoma of the skin,1993,Females,40-44,15
Actual,Melanoma of the skin,1993,Persons,40-44,54
Actual,Melanoma of the skin,1993,Males,45-49,33
Actual,Melanoma of the skin,1993,Females,45-49,21
Actual,Melanoma of the skin,1993,Persons,45-49,54
Actual,Melanoma of the skin,1993,Males,50-54,43
Actual,Melanoma of the skin,1993,Females,50-54,13
Actual,Melanoma of the skin,1993,Persons,50-54,56
Actual,Melanoma of the skin,1993,Males,55-59,52
Actual,Melanoma of the skin,1993,Females,55-59,25
Actual,Melanoma of the skin,1993,Persons,55-59,77
Actual,Melanoma of the skin,1993,Males,60-64,70
Actual,Melanoma of the skin,1993,Females,60-64,14
Actual,Melanoma of the skin,1993,Persons,60-64,84
Actual,Melanoma of the skin,1993,Males,65-69,72
Actual,Melanoma of the skin,1993,Females,65-69,29
Actual,Melanoma of the skin,1993,Persons,65-69,101
Actual,Melanoma of the skin,1993,Males,70-74,77
Actual,Melanoma of the skin,1993,Females,70-74,32
Actual,Melanoma of the skin,1993,Persons,70-74,109
Actual,Melanoma of the skin,1993,Males,75-79,65
Actual,Melanoma of the skin,1993,Females,75-79,48
Actual,Melanoma of the skin,1993,Persons,75-79,113
Actual,Melanoma of the skin,1993,Males,80-84,45
Actual,Melanoma of the skin,1993,Females,80-84,27
Actual,Melanoma of the skin,1993,Persons,80-84,72
Actual,Melanoma of the skin,1993,Males,85-89,18
Actual,Melanoma of the skin,1993,Females,85-89,21
Actual,Melanoma of the skin,1993,Persons,85-89,39
Actual,Melanoma of the skin,1993,Males,90+,10
Actual,Melanoma of the skin,1993,Females,90+,10
Actual,Melanoma of the skin,1993,Persons,90+,20
Actual,Melanoma of the skin,1993,Males,All ages combined,581
Actual,Melanoma of the skin,1993,Females,All ages combined,272
Actual,Melanoma of the skin,1993,Persons,All ages combined,853
Actual,Melanoma of the skin,1994,Males,15-19,1
Actual,Melanoma of the skin,1994,Persons,15-19,1
Actual,Melanoma of the skin,1994,Males,20-24,4
Actual,Melanoma of the skin,1994,Persons,20-24,4
Actual,Melanoma of the skin,1994,Males,25-29,5
Actual,Melanoma of the skin,1994,Females,25-29,8
Actual,Melanoma of the skin,1994,Persons,25-29,13
Actual,Melanoma of the skin,1994,Males,30-34,12
Actual,Melanoma of the skin,1994,Females,30-34,7
Actual,Melanoma of the skin,1994,Persons,30-34,19
Actual,Melanoma of the skin,1994,Males,35-39,22
Actual,Melanoma of the skin,1994,Females,35-39,15
Actual,Melanoma of the skin,1994,Persons,35-39,37
Actual,Melanoma of the skin,1994,Males,40-44,39
Actual,Melanoma of the skin,1994,Females,40-44,13
Actual,Melanoma of the skin,1994,Persons,40-44,52
Actual,Melanoma of the skin,1994,Males,45-49,39
Actual,Melanoma of the skin,1994,Females,45-49,19
Actual,Melanoma of the skin,1994,Persons,45-49,58
Actual,Melanoma of the skin,1994,Males,50-54,43
Actual,Melanoma of the skin,1994,Females,50-54,22
Actual,Melanoma of the skin,1994,Persons,50-54,65
Actual,Melanoma of the skin,1994,Males,55-59,33
Actual,Melanoma of the skin,1994,Females,55-59,16
Actual,Melanoma of the skin,1994,Persons,55-59,49
Actual,Melanoma of the skin,1994,Males,60-64,68
Actual,Melanoma of the skin,1994,Females,60-64,24
Actual,Melanoma of the skin,1994,Persons,60-64,92
Actual,Melanoma of the skin,1994,Males,65-69,91
Actual,Melanoma of the skin,1994,Females,65-69,26
Actual,Melanoma of the skin,1994,Persons,65-69,117
Actual,Melanoma of the skin,1994,Males,70-74,84
Actual,Melanoma of the skin,1994,Females,70-74,44
Actual,Melanoma of the skin,1994,Persons,70-74,128
Actual,Melanoma of the skin,1994,Males,75-79,79
Actual,Melanoma of the skin,1994,Females,75-79,35
Actual,Melanoma of the skin,1994,Persons,75-79,114
Actual,Melanoma of the skin,1994,Males,80-84,57
Actual,Melanoma of the skin,1994,Females,80-84,30
Actual,Melanoma of the skin,1994,Persons,80-84,87
Actual,Melanoma of the skin,1994,Males,85-89,23
Actual,Melanoma of the skin,1994,Females,85-89,20
Actual,Melanoma of the skin,1994,Persons,85-89,43
Actual,Melanoma of the skin,1994,Males,90+,9
Actual,Melanoma of the skin,1994,Females,90+,9
Actual,Melanoma of the skin,1994,Persons,90+,18
Actual,Melanoma of the skin,1994,Males,All ages combined,609
Actual,Melanoma of the skin,1994,Females,All ages combined,288
Actual,Melanoma of the skin,1994,Persons,All ages combined,897
Actual,Melanoma of the skin,1995,Females,10-14,1
Actual,Melanoma of the skin,1995,Persons,10-14,1
Actual,Melanoma of the skin,1995,Males,15-19,3
Actual,Melanoma of the skin,1995,Females,15-19,1
Actual,Melanoma of the skin,1995,Persons,15-19,4
Actual,Melanoma of the skin,1995,Males,20-24,1
Actual,Melanoma of the skin,1995,Females,20-24,4
Actual,Melanoma of the skin,1995,Persons,20-24,5
Actual,Melanoma of the skin,1995,Males,25-29,13
Actual,Melanoma of the skin,1995,Females,25-29,8
Actual,Melanoma of the skin,1995,Persons,25-29,21
Actual,Melanoma of the skin,1995,Males,30-34,15
Actual,Melanoma of the skin,1995,Females,30-34,13
Actual,Melanoma of the skin,1995,Persons,30-34,28
Actual,Melanoma of the skin,1995,Males,35-39,18
Actual,Melanoma of the skin,1995,Females,35-39,12
Actual,Melanoma of the skin,1995,Persons,35-39,30
Actual,Melanoma of the skin,1995,Males,40-44,40
Actual,Melanoma of the skin,1995,Females,40-44,19
Actual,Melanoma of the skin,1995,Persons,40-44,59
Actual,Melanoma of the skin,1995,Males,45-49,32
Actual,Melanoma of the skin,1995,Females,45-49,26
Actual,Melanoma of the skin,1995,Persons,45-49,58
Actual,Melanoma of the skin,1995,Males,50-54,39
Actual,Melanoma of the skin,1995,Females,50-54,31
Actual,Melanoma of the skin,1995,Persons,50-54,70
Actual,Melanoma of the skin,1995,Males,55-59,46
Actual,Melanoma of the skin,1995,Females,55-59,21
Actual,Melanoma of the skin,1995,Persons,55-59,67
Actual,Melanoma of the skin,1995,Males,60-64,64
Actual,Melanoma of the skin,1995,Females,60-64,23
Actual,Melanoma of the skin,1995,Persons,60-64,87
Actual,Melanoma of the skin,1995,Males,65-69,75
Actual,Melanoma of the skin,1995,Females,65-69,34
Actual,Melanoma of the skin,1995,Persons,65-69,109
Actual,Melanoma of the skin,1995,Males,70-74,75
Actual,Melanoma of the skin,1995,Females,70-74,39
Actual,Melanoma of the skin,1995,Persons,70-74,114
Actual,Melanoma of the skin,1995,Males,75-79,96
Actual,Melanoma of the skin,1995,Females,75-79,34
Actual,Melanoma of the skin,1995,Persons,75-79,130
Actual,Melanoma of the skin,1995,Males,80-84,49
Actual,Melanoma of the skin,1995,Females,80-84,35
Actual,Melanoma of the skin,1995,Persons,80-84,84
Actual,Melanoma of the skin,1995,Males,85-89,29
Actual,Melanoma of the skin,1995,Females,85-89,20
Actual,Melanoma of the skin,1995,Persons,85-89,49
Actual,Melanoma of the skin,1995,Males,90+,6
Actual,Melanoma of the skin,1995,Females,90+,13
Actual,Melanoma of the skin,1995,Persons,90+,19
Actual,Melanoma of the skin,1995,Males,All ages combined,601
Actual,Melanoma of the skin,1995,Females,All ages combined,334
Actual,Melanoma of the skin,1995,Persons,All ages combined,935
Actual,Melanoma of the skin,1996,Females,10-14,1
Actual,Melanoma of the skin,1996,Persons,10-14,1
Actual,Melanoma of the skin,1996,Males,15-19,2
Actual,Melanoma of the skin,1996,Persons,15-19,2
Actual,Melanoma of the skin,1996,Males,20-24,2
Actual,Melanoma of the skin,1996,Females,20-24,3
Actual,Melanoma of the skin,1996,Persons,20-24,5
Actual,Melanoma of the skin,1996,Males,25-29,10
Actual,Melanoma of the skin,1996,Females,25-29,3
Actual,Melanoma of the skin,1996,Persons,25-29,13
Actual,Melanoma of the skin,1996,Males,30-34,15
Actual,Melanoma of the skin,1996,Females,30-34,4
Actual,Melanoma of the skin,1996,Persons,30-34,19
Actual,Melanoma of the skin,1996,Males,35-39,27
Actual,Melanoma of the skin,1996,Females,35-39,11
Actual,Melanoma of the skin,1996,Persons,35-39,38
Actual,Melanoma of the skin,1996,Males,40-44,19
Actual,Melanoma of the skin,1996,Females,40-44,24
Actual,Melanoma of the skin,1996,Persons,40-44,43
Actual,Melanoma of the skin,1996,Males,45-49,39
Actual,Melanoma of the skin,1996,Females,45-49,20
Actual,Melanoma of the skin,1996,Persons,45-49,59
Actual,Melanoma of the skin,1996,Males,50-54,40
Actual,Melanoma of the skin,1996,Females,50-54,28
Actual,Melanoma of the skin,1996,Persons,50-54,68
Actual,Melanoma of the skin,1996,Males,55-59,31
Actual,Melanoma of the skin,1996,Females,55-59,14
Actual,Melanoma of the skin,1996,Persons,55-59,45
Actual,Melanoma of the skin,1996,Males,60-64,55
Actual,Melanoma of the skin,1996,Females,60-64,28
Actual,Melanoma of the skin,1996,Persons,60-64,83
Actual,Melanoma of the skin,1996,Males,65-69,83
Actual,Melanoma of the skin,1996,Females,65-69,31
Actual,Melanoma of the skin,1996,Persons,65-69,114
Actual,Melanoma of the skin,1996,Males,70-74,68
Actual,Melanoma of the skin,1996,Females,70-74,35
Actual,Melanoma of the skin,1996,Persons,70-74,103
Actual,Melanoma of the skin,1996,Males,75-79,88
Actual,Melanoma of the skin,1996,Females,75-79,35
Actual,Melanoma of the skin,1996,Persons,75-79,123
Actual,Melanoma of the skin,1996,Males,80-84,56
Actual,Melanoma of the skin,1996,Females,80-84,38
Actual,Melanoma of the skin,1996,Persons,80-84,94
Actual,Melanoma of the skin,1996,Males,85-89,37
Actual,Melanoma of the skin,1996,Females,85-89,31
Actual,Melanoma of the skin,1996,Persons,85-89,68
Actual,Melanoma of the skin,1996,Males,90+,10
Actual,Melanoma of the skin,1996,Females,90+,17
Actual,Melanoma of the skin,1996,Persons,90+,27
Actual,Melanoma of the skin,1996,Males,All ages combined,582
Actual,Melanoma of the skin,1996,Females,All ages combined,323
Actual,Melanoma of the skin,1996,Persons,All ages combined,905
Actual,Melanoma of the skin,1997,Males,15-19,1
Actual,Melanoma of the skin,1997,Females,15-19,3
Actual,Melanoma of the skin,1997,Persons,15-19,4
Actual,Melanoma of the skin,1997,Males,20-24,2
Actual,Melanoma of the skin,1997,Females,20-24,3
Actual,Melanoma of the skin,1997,Persons,20-24,5
Actual,Melanoma of the skin,1997,Males,25-29,4
Actual,Melanoma of the skin,1997,Females,25-29,8
Actual,Melanoma of the skin,1997,Persons,25-29,12
Actual,Melanoma of the skin,1997,Males,30-34,10
Actual,Melanoma of the skin,1997,Females,30-34,14
Actual,Melanoma of the skin,1997,Persons,30-34,24
Actual,Melanoma of the skin,1997,Males,35-39,14
Actual,Melanoma of the skin,1997,Females,35-39,12
Actual,Melanoma of the skin,1997,Persons,35-39,26
Actual,Melanoma of the skin,1997,Males,40-44,31
Actual,Melanoma of the skin,1997,Females,40-44,19
Actual,Melanoma of the skin,1997,Persons,40-44,50
Actual,Melanoma of the skin,1997,Males,45-49,40
Actual,Melanoma of the skin,1997,Females,45-49,21
Actual,Melanoma of the skin,1997,Persons,45-49,61
Actual,Melanoma of the skin,1997,Males,50-54,42
Actual,Melanoma of the skin,1997,Females,50-54,19
Actual,Melanoma of the skin,1997,Persons,50-54,61
Actual,Melanoma of the skin,1997,Males,55-59,46
Actual,Melanoma of the skin,1997,Females,55-59,22
Actual,Melanoma of the skin,1997,Persons,55-59,68
Actual,Melanoma of the skin,1997,Males,60-64,60
Actual,Melanoma of the skin,1997,Females,60-64,26
Actual,Melanoma of the skin,1997,Persons,60-64,86
Actual,Melanoma of the skin,1997,Males,65-69,84
Actual,Melanoma of the skin,1997,Females,65-69,39
Actual,Melanoma of the skin,1997,Persons,65-69,123
Actual,Melanoma of the skin,1997,Males,70-74,79
Actual,Melanoma of the skin,1997,Females,70-74,39
Actual,Melanoma of the skin,1997,Persons,70-74,118
Actual,Melanoma of the skin,1997,Males,75-79,76
Actual,Melanoma of the skin,1997,Females,75-79,33
Actual,Melanoma of the skin,1997,Persons,75-79,109
Actual,Melanoma of the skin,1997,Males,80-84,65
Actual,Melanoma of the skin,1997,Females,80-84,37
Actual,Melanoma of the skin,1997,Persons,80-84,102
Actual,Melanoma of the skin,1997,Males,85-89,17
Actual,Melanoma of the skin,1997,Females,85-89,22
Actual,Melanoma of the skin,1997,Persons,85-89,39
Actual,Melanoma of the skin,1997,Males,90+,6
Actual,Melanoma of the skin,1997,Females,90+,8
Actual,Melanoma of the skin,1997,Persons,90+,14
Actual,Melanoma of the skin,1997,Males,All ages combined,577
Actual,Melanoma of the skin,1997,Females,All ages combined,325
Actual,Melanoma of the skin,1997,Persons,All ages combined,902
Actual,Melanoma of the skin,1998,Females,15-19,1
Actual,Melanoma of the skin,1998,Persons,15-19,1
Actual,Melanoma of the skin,1998,Males,20-24,1
Actual,Melanoma of the skin,1998,Persons,20-24,1
Actual,Melanoma of the skin,1998,Males,25-29,11
Actual,Melanoma of the skin,1998,Females,25-29,5
Actual,Melanoma of the skin,1998,Persons,25-29,16
Actual,Melanoma of the skin,1998,Males,30-34,13
Actual,Melanoma of the skin,1998,Females,30-34,11
Actual,Melanoma of the skin,1998,Persons,30-34,24
Actual,Melanoma of the skin,1998,Males,35-39,21
Actual,Melanoma of the skin,1998,Females,35-39,13
Actual,Melanoma of the skin,1998,Persons,35-39,34
Actual,Melanoma of the skin,1998,Males,40-44,22
Actual,Melanoma of the skin,1998,Females,40-44,16
Actual,Melanoma of the skin,1998,Persons,40-44,38
Actual,Melanoma of the skin,1998,Males,45-49,41
Actual,Melanoma of the skin,1998,Females,45-49,19
Actual,Melanoma of the skin,1998,Persons,45-49,60
Actual,Melanoma of the skin,1998,Males,50-54,48
Actual,Melanoma of the skin,1998,Females,50-54,20
Actual,Melanoma of the skin,1998,Persons,50-54,68
Actual,Melanoma of the skin,1998,Males,55-59,38
Actual,Melanoma of the skin,1998,Females,55-59,21
Actual,Melanoma of the skin,1998,Persons,55-59,59
Actual,Melanoma of the skin,1998,Males,60-64,73
Actual,Melanoma of the skin,1998,Females,60-64,28
Actual,Melanoma of the skin,1998,Persons,60-64,101
Actual,Melanoma of the skin,1998,Males,65-69,73
Actual,Melanoma of the skin,1998,Females,65-69,30
Actual,Melanoma of the skin,1998,Persons,65-69,103
Actual,Melanoma of the skin,1998,Males,70-74,110
Actual,Melanoma of the skin,1998,Females,70-74,40
Actual,Melanoma of the skin,1998,Persons,70-74,150
Actual,Melanoma of the skin,1998,Males,75-79,75
Actual,Melanoma of the skin,1998,Females,75-79,35
Actual,Melanoma of the skin,1998,Persons,75-79,110
Actual,Melanoma of the skin,1998,Males,80-84,57
Actual,Melanoma of the skin,1998,Females,80-84,47
Actual,Melanoma of the skin,1998,Persons,80-84,104
Actual,Melanoma of the skin,1998,Males,85-89,25
Actual,Melanoma of the skin,1998,Females,85-89,36
Actual,Melanoma of the skin,1998,Persons,85-89,61
Actual,Melanoma of the skin,1998,Males,90+,15
Actual,Melanoma of the skin,1998,Females,90+,21
Actual,Melanoma of the skin,1998,Persons,90+,36
Actual,Melanoma of the skin,1998,Males,All ages combined,623
Actual,Melanoma of the skin,1998,Females,All ages combined,343
Actual,Melanoma of the skin,1998,Persons,All ages combined,966
Actual,Melanoma of the skin,1999,Females,15-19,1
Actual,Melanoma of the skin,1999,Persons,15-19,1
Actual,Melanoma of the skin,1999,Males,20-24,3
Actual,Melanoma of the skin,1999,Females,20-24,3
Actual,Melanoma of the skin,1999,Persons,20-24,6
Actual,Melanoma of the skin,1999,Males,25-29,7
Actual,Melanoma of the skin,1999,Females,25-29,5
Actual,Melanoma of the skin,1999,Persons,25-29,12
Actual,Melanoma of the skin,1999,Males,30-34,10
Actual,Melanoma of the skin,1999,Females,30-34,10
Actual,Melanoma of the skin,1999,Persons,30-34,20
Actual,Melanoma of the skin,1999,Males,35-39,17
Actual,Melanoma of the skin,1999,Females,35-39,15
Actual,Melanoma of the skin,1999,Persons,35-39,32
Actual,Melanoma of the skin,1999,Males,40-44,27
Actual,Melanoma of the skin,1999,Females,40-44,16
Actual,Melanoma of the skin,1999,Persons,40-44,43
Actual,Melanoma of the skin,1999,Males,45-49,37
Actual,Melanoma of the skin,1999,Females,45-49,23
Actual,Melanoma of the skin,1999,Persons,45-49,60
Actual,Melanoma of the skin,1999,Males,50-54,45
Actual,Melanoma of the skin,1999,Females,50-54,26
Actual,Melanoma of the skin,1999,Persons,50-54,71
Actual,Melanoma of the skin,1999,Males,55-59,69
Actual,Melanoma of the skin,1999,Females,55-59,22
Actual,Melanoma of the skin,1999,Persons,55-59,91
Actual,Melanoma of the skin,1999,Males,60-64,51
Actual,Melanoma of the skin,1999,Females,60-64,32
Actual,Melanoma of the skin,1999,Persons,60-64,83
Actual,Melanoma of the skin,1999,Males,65-69,73
Actual,Melanoma of the skin,1999,Females,65-69,38
Actual,Melanoma of the skin,1999,Persons,65-69,111
Actual,Melanoma of the skin,1999,Males,70-74,93
Actual,Melanoma of the skin,1999,Females,70-74,49
Actual,Melanoma of the skin,1999,Persons,70-74,142
Actual,Melanoma of the skin,1999,Males,75-79,83
Actual,Melanoma of the skin,1999,Females,75-79,39
Actual,Melanoma of the skin,1999,Persons,75-79,122
Actual,Melanoma of the skin,1999,Males,80-84,71
Actual,Melanoma of the skin,1999,Females,80-84,29
Actual,Melanoma of the skin,1999,Persons,80-84,100
Actual,Melanoma of the skin,1999,Males,85-89,40
Actual,Melanoma of the skin,1999,Females,85-89,35
Actual,Melanoma of the skin,1999,Persons,85-89,75
Actual,Melanoma of the skin,1999,Males,90+,15
Actual,Melanoma of the skin,1999,Females,90+,21
Actual,Melanoma of the skin,1999,Persons,90+,36
Actual,Melanoma of the skin,1999,Males,All ages combined,641
Actual,Melanoma of the skin,1999,Females,All ages combined,364
Actual,Melanoma of the skin,1999,Persons,All ages combined,"1,005"
Actual,Melanoma of the skin,2000,Males,15-19,2
Actual,Melanoma of the skin,2000,Persons,15-19,2
Actual,Melanoma of the skin,2000,Males,20-24,2
Actual,Melanoma of the skin,2000,Females,20-24,4
Actual,Melanoma of the skin,2000,Persons,20-24,6
Actual,Melanoma of the skin,2000,Males,25-29,3
Actual,Melanoma of the skin,2000,Females,25-29,4
Actual,Melanoma of the skin,2000,Persons,25-29,7
Actual,Melanoma of the skin,2000,Males,30-34,8
Actual,Melanoma of the skin,2000,Females,30-34,9
Actual,Melanoma of the skin,2000,Persons,30-34,17
Actual,Melanoma of the skin,2000,Males,35-39,16
Actual,Melanoma of the skin,2000,Females,35-39,21
Actual,Melanoma of the skin,2000,Persons,35-39,37
Actual,Melanoma of the skin,2000,Males,40-44,24
Actual,Melanoma of the skin,2000,Females,40-44,18
Actual,Melanoma of the skin,2000,Persons,40-44,42
Actual,Melanoma of the skin,2000,Males,45-49,28
Actual,Melanoma of the skin,2000,Females,45-49,24
Actual,Melanoma of the skin,2000,Persons,45-49,52
Actual,Melanoma of the skin,2000,Males,50-54,43
Actual,Melanoma of the skin,2000,Females,50-54,21
Actual,Melanoma of the skin,2000,Persons,50-54,64
Actual,Melanoma of the skin,2000,Males,55-59,47
Actual,Melanoma of the skin,2000,Females,55-59,26
Actual,Melanoma of the skin,2000,Persons,55-59,73
Actual,Melanoma of the skin,2000,Males,60-64,62
Actual,Melanoma of the skin,2000,Females,60-64,29
Actual,Melanoma of the skin,2000,Persons,60-64,91
Actual,Melanoma of the skin,2000,Males,65-69,61
Actual,Melanoma of the skin,2000,Females,65-69,25
Actual,Melanoma of the skin,2000,Persons,65-69,86
Actual,Melanoma of the skin,2000,Males,70-74,110
Actual,Melanoma of the skin,2000,Females,70-74,44
Actual,Melanoma of the skin,2000,Persons,70-74,154
Actual,Melanoma of the skin,2000,Males,75-79,95
Actual,Melanoma of the skin,2000,Females,75-79,43
Actual,Melanoma of the skin,2000,Persons,75-79,138
Actual,Melanoma of the skin,2000,Males,80-84,73
Actual,Melanoma of the skin,2000,Females,80-84,43
Actual,Melanoma of the skin,2000,Persons,80-84,116
Actual,Melanoma of the skin,2000,Males,85-89,30
Actual,Melanoma of the skin,2000,Females,85-89,25
Actual,Melanoma of the skin,2000,Persons,85-89,55
Actual,Melanoma of the skin,2000,Males,90+,13
Actual,Melanoma of the skin,2000,Females,90+,18
Actual,Melanoma of the skin,2000,Persons,90+,31
Actual,Melanoma of the skin,2000,Males,All ages combined,617
Actual,Melanoma of the skin,2000,Females,All ages combined,354
Actual,Melanoma of the skin,2000,Persons,All ages combined,971
Actual,Melanoma of the skin,2001,Males,15-19,2
Actual,Melanoma of the skin,2001,Females,15-19,1
Actual,Melanoma of the skin,2001,Persons,15-19,3
Actual,Melanoma of the skin,2001,Males,20-24,7
Actual,Melanoma of the skin,2001,Females,20-24,3
Actual,Melanoma of the skin,2001,Persons,20-24,10
Actual,Melanoma of the skin,2001,Males,25-29,7
Actual,Melanoma of the skin,2001,Females,25-29,8
Actual,Melanoma of the skin,2001,Persons,25-29,15
Actual,Melanoma of the skin,2001,Males,30-34,7
Actual,Melanoma of the skin,2001,Females,30-34,10
Actual,Melanoma of the skin,2001,Persons,30-34,17
Actual,Melanoma of the skin,2001,Males,35-39,23
Actual,Melanoma of the skin,2001,Females,35-39,6
Actual,Melanoma of the skin,2001,Persons,35-39,29
Actual,Melanoma of the skin,2001,Males,40-44,31
Actual,Melanoma of the skin,2001,Females,40-44,18
Actual,Melanoma of the skin,2001,Persons,40-44,49
Actual,Melanoma of the skin,2001,Males,45-49,32
Actual,Melanoma of the skin,2001,Females,45-49,20
Actual,Melanoma of the skin,2001,Persons,45-49,52
Actual,Melanoma of the skin,2001,Males,50-54,45
Actual,Melanoma of the skin,2001,Females,50-54,27
Actual,Melanoma of the skin,2001,Persons,50-54,72
Actual,Melanoma of the skin,2001,Males,55-59,58
Actual,Melanoma of the skin,2001,Females,55-59,35
Actual,Melanoma of the skin,2001,Persons,55-59,93
Actual,Melanoma of the skin,2001,Males,60-64,68
Actual,Melanoma of the skin,2001,Females,60-64,29
Actual,Melanoma of the skin,2001,Persons,60-64,97
Actual,Melanoma of the skin,2001,Males,65-69,73
Actual,Melanoma of the skin,2001,Females,65-69,31
Actual,Melanoma of the skin,2001,Persons,65-69,104
Actual,Melanoma of the skin,2001,Males,70-74,112
Actual,Melanoma of the skin,2001,Females,70-74,42
Actual,Melanoma of the skin,2001,Persons,70-74,154
Actual,Melanoma of the skin,2001,Males,75-79,115
Actual,Melanoma of the skin,2001,Females,75-79,50
Actual,Melanoma of the skin,2001,Persons,75-79,165
Actual,Melanoma of the skin,2001,Males,80-84,52
Actual,Melanoma of the skin,2001,Females,80-84,54
