Data type,Cancer group/site,Year,Sex,Age group (years),Count
Actual,Melanoma of the skin,1981,Males,40-44,15
Actual,Melanoma of the skin,1981,Females,40-44,12
Actual,Melanoma of the skin,1981,Persons,40-44,27
Actual,Melanoma of the skin,1981,Males,45-49,27
Actual,Melanoma of the skin,1981,Females,45-49,9
Actual,Melanoma of the skin,1981,Persons,45-49,36
Actual,Melanoma of the skin,1981,Males,50-54,32
Actual,Melanoma of the skin,1981,Females,50-54,22
Actual,Melanoma of the skin,1981,Persons,50-54,54
Actual,Melanoma of the skin,1981,Males,55-59,52
Actual,Melanoma of the skin,1981,Females,55-59,23
Actual,Melanoma of the skin,1981,Persons,55-59,75
Actual,Melanoma of the skin,1981,Males,60-64,42
Actual,Melanoma of the skin,1981,Females,60-64,15
Actual,Melanoma of the skin,1981,Persons,60-64,57
Actual,Melanoma of the skin,1981,Males,65-69,44
Actual,Melanoma of the skin,1981,Females,65-69,25
Actual,Melanoma of the skin,1981,Persons,65-69,69
Actual,Melanoma of the skin,1981,Males,70-74,41
Actual,Melanoma of the skin,1981,Females,70-74,23
Actual,Melanoma of the skin,1981,Persons,70-74,64
Actual,Melanoma of the skin,1981,Males,75-79,29
Actual,Melanoma of the skin,1981,Females,75-79,19
Actual,Melanoma of the skin,1981,Persons,75-79,48
Actual,Melanoma of the skin,1981,Males,80-84,13
Actual,Melanoma of the skin,1981,Females,80-84,17
Actual,Melanoma of the skin,1981,Persons,80-84,30
Actual,Melanoma of the skin,1981,Males,85-89,2
Actual,Melanoma of the skin,1981,Females,85-89,13
Actual,Melanoma of the skin,1981,Persons,85-89,15
Actual,Melanoma of the skin,1981,Females,90+,1
Actual,Melanoma of the skin,1981,Persons,90+,1
Actual,Melanoma of the skin,1981,Males,All ages combined,364
Actual,Melanoma of the skin,1981,Females,All ages combined,207
Actual,Melanoma of the skin,1981,Persons,All ages combined,571
Actual,Melanoma of the skin,1982,Males,10-14,1
Actual,Melanoma of the skin,1982,Persons,10-14,1
Actual,Melanoma of the skin,1982,Males,15-19,3
Actual,Melanoma of the skin,1982,Females,15-19,1
Actual,Melanoma of the skin,1982,Persons,15-19,4
Actual,Melanoma of the skin,1982,Males,20-24,7
Actual,Melanoma of the skin,1982,Females,20-24,3
Actual,Melanoma of the skin,1982,Persons,20-24,10
Actual,Melanoma of the skin,1982,Males,25-29,5
Actual,Melanoma of the skin,1982,Females,25-29,9
Actual,Melanoma of the skin,1982,Persons,25-29,14
Actual,Melanoma of the skin,1982,Males,30-34,19
Actual,Melanoma of the skin,1982,Females,30-34,11
Actual,Melanoma of the skin,1982,Persons,30-34,30
Actual,Melanoma of the skin,1982,Males,35-39,25
Actual,Melanoma of the skin,1982,Females,35-39,9
Actual,Melanoma of the skin,1982,Persons,35-39,34
Actual,Melanoma of the skin,1982,Males,40-44,23
Actual,Melanoma of the skin,1982,Females,40-44,13
Actual,Melanoma of the skin,1982,Persons,40-44,36
Actual,Melanoma of the skin,1982,Males,45-49,30
Actual,Melanoma of the skin,1982,Females,45-49,13
Actual,Melanoma of the skin,1982,Persons,45-49,43
Actual,Melanoma of the skin,1982,Males,50-54,39
Actual,Melanoma of the skin,1982,Females,50-54,20
Actual,Melanoma of the skin,1982,Persons,50-54,59
Actual,Melanoma of the skin,1982,Males,55-59,42
Actual,Melanoma of the skin,1982,Females,55-59,14
Actual,Melanoma of the skin,1982,Persons,55-59,56
Actual,Melanoma of the skin,1982,Males,60-64,36
Actual,Melanoma of the skin,1982,Females,60-64,17
Actual,Melanoma of the skin,1982,Persons,60-64,53
Actual,Melanoma of the skin,1982,Males,65-69,59
Actual,Melanoma of the skin,1982,Females,65-69,29
Actual,Melanoma of the skin,1982,Persons,65-69,88
Actual,Melanoma of the skin,1982,Males,70-74,49
Actual,Melanoma of the skin,1982,Females,70-74,29
Actual,Melanoma of the skin,1982,Persons,70-74,78
Actual,Melanoma of the skin,1982,Males,75-79,21
Actual,Melanoma of the skin,1982,Females,75-79,18
Actual,Melanoma of the skin,1982,Persons,75-79,39
Actual,Melanoma of the skin,1982,Males,80-84,14
Actual,Melanoma of the skin,1982,Females,80-84,13
Actual,Melanoma of the skin,1982,Persons,80-84,27
Actual,Melanoma of the skin,1982,Males,85-89,5
Actual,Melanoma of the skin,1982,Females,85-89,12
Actual,Melanoma of the skin,1982,Persons,85-89,17
Actual,Melanoma of the skin,1982,Males,90+,2
Actual,Melanoma of the skin,1982,Females,90+,5
Actual,Melanoma of the skin,1982,Persons,90+,7
Actual,Melanoma of the skin,1982,Males,All ages combined,380
Actual,Melanoma of the skin,1982,Females,All ages combined,216
Actual,Melanoma of the skin,1982,Persons,All ages combined,596
Actual,Melanoma of the skin,1983,Males,15-19,1
Actual,Melanoma of the skin,1983,Females,15-19,2
Actual,Melanoma of the skin,1983,Persons,15-19,3
Actual,Melanoma of the skin,1983,Males,20-24,7
Actual,Melanoma of the skin,1983,Females,20-24,3
Actual,Melanoma of the skin,1983,Persons,20-24,10
Actual,Melanoma of the skin,1983,Males,25-29,7
Actual,Melanoma of the skin,1983,Females,25-29,9
Actual,Melanoma of the skin,1983,Persons,25-29,16
Actual,Melanoma of the skin,1983,Males,30-34,21
Actual,Melanoma of the skin,1983,Females,30-34,8
Actual,Melanoma of the skin,1983,Persons,30-34,29
Actual,Melanoma of the skin,1983,Males,35-39,22
Actual,Melanoma of the skin,1983,Females,35-39,8
Actual,Melanoma of the skin,1983,Persons,35-39,30
Actual,Melanoma of the skin,1983,Males,40-44,24
Actual,Melanoma of the skin,1983,Females,40-44,19
Actual,Melanoma of the skin,1983,Persons,40-44,43
Actual,Melanoma of the skin,1983,Males,45-49,16
Actual,Melanoma of the skin,1983,Females,45-49,23
Actual,Melanoma of the skin,1983,Persons,45-49,39
Actual,Melanoma of the skin,1983,Males,50-54,35
Actual,Melanoma of the skin,1983,Females,50-54,19
Actual,Melanoma of the skin,1983,Persons,50-54,54
Actual,Melanoma of the skin,1983,Males,55-59,43
Actual,Melanoma of the skin,1983,Females,55-59,29
Actual,Melanoma of the skin,1983,Persons,55-59,72
Actual,Melanoma of the skin,1983,Males,60-64,51
Actual,Melanoma of the skin,1983,Females,60-64,25
Actual,Melanoma of the skin,1983,Persons,60-64,76
Actual,Melanoma of the skin,1983,Males,65-69,43
Actual,Melanoma of the skin,1983,Females,65-69,28
Actual,Melanoma of the skin,1983,Persons,65-69,71
Actual,Melanoma of the skin,1983,Males,70-74,42
Actual,Melanoma of the skin,1983,Females,70-74,27
Actual,Melanoma of the skin,1983,Persons,70-74,69
Actual,Melanoma of the skin,1983,Males,75-79,24
Actual,Melanoma of the skin,1983,Females,75-79,27
Actual,Melanoma of the skin,1983,Persons,75-79,51
Actual,Melanoma of the skin,1983,Males,80-84,18
Actual,Melanoma of the skin,1983,Females,80-84,13
Actual,Melanoma of the skin,1983,Persons,80-84,31
Actual,Melanoma of the skin,1983,Males,85-89,7
Actual,Melanoma of the skin,1983,Females,85-89,15
Actual,Melanoma of the skin,1983,Persons,85-89,22
Actual,Melanoma of the skin,1983,Males,90+,1
Actual,Melanoma of the skin,1983,Females,90+,6
Actual,Melanoma of the skin,1983,Persons,90+,7
Actual,Melanoma of the skin,1983,Males,All ages combined,362
Actual,Melanoma of the skin,1983,Females,All ages combined,261
Actual,Melanoma of the skin,1983,Persons,All ages combined,623
Actual,Melanoma of the skin,1984,Males,15-19,2
Actual,Melanoma of the skin,1984,Females,15-19,2
Actual,Melanoma of the skin,1984,Persons,15-19,4
Actual,Melanoma of the skin,1984,Males,20-24,6
Actual,Melanoma of the skin,1984,Females,20-24,2
Actual,Melanoma of the skin,1984,Persons,20-24,8
Actual,Melanoma of the skin,1984,Males,25-29,13
Actual,Melanoma of the skin,1984,Females,25-29,6
Actual,Melanoma of the skin,1984,Persons,25-29,19
Actual,Melanoma of the skin,1984,Males,30-34,19
Actual,Melanoma of the skin,1984,Females,30-34,11
Actual,Melanoma of the skin,1984,Persons,30-34,30
Actual,Melanoma of the skin,1984,Males,35-39,21
Actual,Melanoma of the skin,1984,Females,35-39,14
Actual,Melanoma of the skin,1984,Persons,35-39,35
Actual,Melanoma of the skin,1984,Males,40-44,21
Actual,Melanoma of the skin,1984,Females,40-44,16
Actual,Melanoma of the skin,1984,Persons,40-44,37
Actual,Melanoma of the skin,1984,Males,45-49,27
Actual,Melanoma of the skin,1984,Females,45-49,19
Actual,Melanoma of the skin,1984,Persons,45-49,46
Actual,Melanoma of the skin,1984,Males,50-54,39
Actual,Melanoma of the skin,1984,Females,50-54,13
Actual,Melanoma of the skin,1984,Persons,50-54,52
Actual,Melanoma of the skin,1984,Males,55-59,49
Actual,Melanoma of the skin,1984,Females,55-59,17
Actual,Melanoma of the skin,1984,Persons,55-59,66
Actual,Melanoma of the skin,1984,Males,60-64,59
Actual,Melanoma of the skin,1984,Females,60-64,27
Actual,Melanoma of the skin,1984,Persons,60-64,86
Actual,Melanoma of the skin,1984,Males,65-69,52
Actual,Melanoma of the skin,1984,Females,65-69,26
Actual,Melanoma of the skin,1984,Persons,65-69,78
Actual,Melanoma of the skin,1984,Males,70-74,36
Actual,Melanoma of the skin,1984,Females,70-74,32
Actual,Melanoma of the skin,1984,Persons,70-74,68
Actual,Melanoma of the skin,1984,Males,75-79,29
Actual,Melanoma of the skin,1984,Females,75-79,22
Actual,Melanoma of the skin,1984,Persons,75-79,51
Actual,Melanoma of the skin,1984,Males,80-84,14
Actual,Melanoma of the skin,1984,Females,80-84,20
Actual,Melanoma of the skin,1984,Persons,80-84,34
Actual,Melanoma of the skin,1984,Males,85-89,6
Actual,Melanoma of the skin,1984,Females,85-89,11
Actual,Melanoma of the skin,1984,Persons,85-89,17
Actual,Melanoma of the skin,1984,Males,90+,4
Actual,Melanoma of the skin,1984,Females,90+,5
Actual,Melanoma of the skin,1984,Persons,90+,9
Actual,Melanoma of the skin,1984,Males,All ages combined,397
Actual,Melanoma of the skin,1984,Females,All ages combined,243
Actual,Melanoma of the skin,1984,Persons,All ages combined,640
Actual,Melanoma of the skin,1985,Males,00-04,1
Actual,Melanoma of the skin,1985,Persons,00-04,1
Actual,Melanoma of the skin,1985,Males,15-19,5
Actual,Melanoma of the skin,1985,Females,15-19,2
Actual,Melanoma of the skin,1985,Persons,15-19,7
Actual,Melanoma of the skin,1985,Males,20-24,6
Actual,Melanoma of the skin,1985,Females,20-24,1
Actual,Melanoma of the skin,1985,Persons,20-24,7
Actual,Melanoma of the skin,1985,Males,25-29,14
Actual,Melanoma of the skin,1985,Females,25-29,8
Actual,Melanoma of the skin,1985,Persons,25-29,22
Actual,Melanoma of the skin,1985,Males,30-34,14
Actual,Melanoma of the skin,1985,Females,30-34,14
Actual,Melanoma of the skin,1985,Persons,30-34,28
Actual,Melanoma of the skin,1985,Males,35-39,27
Actual,Melanoma of the skin,1985,Females,35-39,15
Actual,Melanoma of the skin,1985,Persons,35-39,42
Actual,Melanoma of the skin,1985,Males,40-44,21
Actual,Melanoma of the skin,1985,Females,40-44,11
Actual,Melanoma of the skin,1985,Persons,40-44,32
Actual,Melanoma of the skin,1985,Males,45-49,25
Actual,Melanoma of the skin,1985,Females,45-49,21
Actual,Melanoma of the skin,1985,Persons,45-49,46
Actual,Melanoma of the skin,1985,Males,50-54,36
Actual,Melanoma of the skin,1985,Females,50-54,25
Actual,Melanoma of the skin,1985,Persons,50-54,61
Actual,Melanoma of the skin,1985,Males,55-59,41
Actual,Melanoma of the skin,1985,Females,55-59,30
Actual,Melanoma of the skin,1985,Persons,55-59,71
Actual,Melanoma of the skin,1985,Males,60-64,53
Actual,Melanoma of the skin,1985,Females,60-64,26
Actual,Melanoma of the skin,1985,Persons,60-64,79
Actual,Melanoma of the skin,1985,Males,65-69,51
Actual,Melanoma of the skin,1985,Females,65-69,26
Actual,Melanoma of the skin,1985,Persons,65-69,77
Actual,Melanoma of the skin,1985,Males,70-74,47
Actual,Melanoma of the skin,1985,Females,70-74,20
Actual,Melanoma of the skin,1985,Persons,70-74,67
Actual,Melanoma of the skin,1985,Males,75-79,27
Actual,Melanoma of the skin,1985,Females,75-79,22
Actual,Melanoma of the skin,1985,Persons,75-79,49
Actual,Melanoma of the skin,1985,Males,80-84,22
Actual,Melanoma of the skin,1985,Females,80-84,21
Actual,Melanoma of the skin,1985,Persons,80-84,43
Actual,Melanoma of the skin,1985,Males,85-89,11
Actual,Melanoma of the skin,1985,Females,85-89,12
Actual,Melanoma of the skin,1985,Persons,85-89,23
Actual,Melanoma of the skin,1985,Males,90+,2
Actual,Melanoma of the skin,1985,Females,90+,15
Actual,Melanoma of the skin,1985,Persons,90+,17
Actual,Melanoma of the skin,1985,Males,All ages combined,403
Actual,Melanoma of the skin,1985,Females,All ages combined,269
Actual,Melanoma of the skin,1985,Persons,All ages combined,672
Actual,Melanoma of the skin,1986,Females,00-04,1
Actual,Melanoma of the skin,1986,Persons,00-04,1
Actual,Melanoma of the skin,1986,Males,15-19,3
Actual,Melanoma of the skin,1986,Females,15-19,1
Actual,Melanoma of the skin,1986,Persons,15-19,4
Actual,Melanoma of the skin,1986,Males,20-24,6
Actual,Melanoma of the skin,1986,Females,20-24,1
Actual,Melanoma of the skin,1986,Persons,20-24,7
Actual,Melanoma of the skin,1986,Males,25-29,9
Actual,Melanoma of the skin,1986,Females,25-29,5
Actual,Melanoma of the skin,1986,Persons,25-29,14
Actual,Melanoma of the skin,1986,Males,30-34,26
Actual,Melanoma of the skin,1986,Females,30-34,11
Actual,Melanoma of the skin,1986,Persons,30-34,37
Actual,Melanoma of the skin,1986,Males,35-39,20
Actual,Melanoma of the skin,1986,Females,35-39,16
Actual,Melanoma of the skin,1986,Persons,35-39,36
Actual,Melanoma of the skin,1986,Males,40-44,24
Actual,Melanoma of the skin,1986,Females,40-44,18
Actual,Melanoma of the skin,1986,Persons,40-44,42
Actual,Melanoma of the skin,1986,Males,45-49,21
Actual,Melanoma of the skin,1986,Females,45-49,15
Actual,Melanoma of the skin,1986,Persons,45-49,36
Actual,Melanoma of the skin,1986,Males,50-54,32
Actual,Melanoma of the skin,1986,Females,50-54,19
Actual,Melanoma of the skin,1986,Persons,50-54,51
Actual,Melanoma of the skin,1986,Males,55-59,39
Actual,Melanoma of the skin,1986,Females,55-59,21
Actual,Melanoma of the skin,1986,Persons,55-59,60
Actual,Melanoma of the skin,1986,Males,60-64,42
Actual,Melanoma of the skin,1986,Females,60-64,30
Actual,Melanoma of the skin,1986,Persons,60-64,72
Actual,Melanoma of the skin,1986,Males,65-69,51
Actual,Melanoma of the skin,1986,Females,65-69,30
Actual,Melanoma of the skin,1986,Persons,65-69,81
Actual,Melanoma of the skin,1986,Males,70-74,59
Actual,Melanoma of the skin,1986,Females,70-74,36
Actual,Melanoma of the skin,1986,Persons,70-74,95
Actual,Melanoma of the skin,1986,Males,75-79,48
Actual,Melanoma of the skin,1986,Females,75-79,29
Actual,Melanoma of the skin,1986,Persons,75-79,77
Actual,Melanoma of the skin,1986,Males,80-84,21
Actual,Melanoma of the skin,1986,Females,80-84,19
Actual,Melanoma of the skin,1986,Persons,80-84,40
Actual,Melanoma of the skin,1986,Males,85-89,12
Actual,Melanoma of the skin,1986,Females,85-89,14
Actual,Melanoma of the skin,1986,Persons,85-89,26
Actual,Melanoma of the skin,1986,Males,90+,5
Actual,Melanoma of the skin,1986,Females,90+,4
Actual,Melanoma of the skin,1986,Persons,90+,9
Actual,Melanoma of the skin,1986,Males,All ages combined,418
Actual,Melanoma of the skin,1986,Females,All ages combined,270
Actual,Melanoma of the skin,1986,Persons,All ages combined,688
Actual,Melanoma of the skin,1987,Females,10-14,1
Actual,Melanoma of the skin,1987,Persons,10-14,1
Actual,Melanoma of the skin,1987,Males,15-19,2
Actual,Melanoma of the skin,1987,Females,15-19,1
Actual,Melanoma of the skin,1987,Persons,15-19,3
Actual,Melanoma of the skin,1987,Males,20-24,6
Actual,Melanoma of the skin,1987,Females,20-24,3
Actual,Melanoma of the skin,1987,Persons,20-24,9
Actual,Melanoma of the skin,1987,Males,25-29,13
Actual,Melanoma of the skin,1987,Females,25-29,8
Actual,Melanoma of the skin,1987,Persons,25-29,21
Actual,Melanoma of the skin,1987,Males,30-34,30
Actual,Melanoma of the skin,1987,Females,30-34,9
Actual,Melanoma of the skin,1987,Persons,30-34,39
Actual,Melanoma of the skin,1987,Males,35-39,24
Actual,Melanoma of the skin,1987,Females,35-39,19
Actual,Melanoma of the skin,1987,Persons,35-39,43
Actual,Melanoma of the skin,1987,Males,40-44,30
Actual,Melanoma of the skin,1987,Females,40-44,19
Actual,Melanoma of the skin,1987,Persons,40-44,49
Actual,Melanoma of the skin,1987,Males,45-49,26
Actual,Melanoma of the skin,1987,Females,45-49,19
Actual,Melanoma of the skin,1987,Persons,45-49,45
Actual,Melanoma of the skin,1987,Males,50-54,33
Actual,Melanoma of the skin,1987,Females,50-54,25
Actual,Melanoma of the skin,1987,Persons,50-54,58
Actual,Melanoma of the skin,1987,Males,55-59,54
Actual,Melanoma of the skin,1987,Females,55-59,14
Actual,Melanoma of the skin,1987,Persons,55-59,68
Actual,Melanoma of the skin,1987,Males,60-64,63
Actual,Melanoma of the skin,1987,Females,60-64,27
Actual,Melanoma of the skin,1987,Persons,60-64,90
Actual,Melanoma of the skin,1987,Males,65-69,55
Actual,Melanoma of the skin,1987,Females,65-69,23
Actual,Melanoma of the skin,1987,Persons,65-69,78
Actual,Melanoma of the skin,1987,Males,70-74,70
Actual,Melanoma of the skin,1987,Females,70-74,33
Actual,Melanoma of the skin,1987,Persons,70-74,103
Actual,Melanoma of the skin,1987,Males,75-79,52
Actual,Melanoma of the skin,1987,Females,75-79,30
Actual,Melanoma of the skin,1987,Persons,75-79,82
Actual,Melanoma of the skin,1987,Males,80-84,37
Actual,Melanoma of the skin,1987,Females,80-84,24
Actual,Melanoma of the skin,1987,Persons,80-84,61
Actual,Melanoma of the skin,1987,Males,85-89,15
Actual,Melanoma of the skin,1987,Females,85-89,14
Actual,Melanoma of the skin,1987,Persons,85-89,29
Actual,Melanoma of the skin,1987,Males,90+,7
Actual,Melanoma of the skin,1987,Females,90+,12
Actual,Melanoma of the skin,1987,Persons,90+,19
Actual,Melanoma of the skin,1987,Males,All ages combined,517
Actual,Melanoma of the skin,1987,Females,All ages combined,281
Actual,Melanoma of the skin,1987,Persons,All ages combined,798
Actual,Melanoma of the skin,1988,Females,10-14,1
Actual,Melanoma of the skin,1988,Persons,10-14,1
Actual,Melanoma of the skin,1988,Males,15-19,2
Actual,Melanoma of the skin,1988,Persons,15-19,2
Actual,Melanoma of the skin,1988,Males,20-24,3
Actual,Melanoma of the skin,1988,Females,20-24,4
Actual,Melanoma of the skin,1988,Persons,20-24,7
Actual,Melanoma of the skin,1988,Males,25-29,10
Actual,Melanoma of the skin,1988,Females,25-29,7
Actual,Melanoma of the skin,1988,Persons,25-29,17
Actual,Melanoma of the skin,1988,Males,30-34,18
Actual,Melanoma of the skin,1988,Females,30-34,11
Actual,Melanoma of the skin,1988,Persons,30-34,29
Actual,Melanoma of the skin,1988,Males,35-39,25
Actual,Melanoma of the skin,1988,Females,35-39,22
Actual,Melanoma of the skin,1988,Persons,35-39,47
Actual,Melanoma of the skin,1988,Males,40-44,32
Actual,Melanoma of the skin,1988,Females,40-44,15
Actual,Melanoma of the skin,1988,Persons,40-44,47
Actual,Melanoma of the skin,1988,Males,45-49,25
Actual,Melanoma of the skin,1988,Females,45-49,14
Actual,Melanoma of the skin,1988,Persons,45-49,39
Actual,Melanoma of the skin,1988,Males,50-54,44
Actual,Melanoma of the skin,1988,Females,50-54,15
Actual,Melanoma of the skin,1988,Persons,50-54,59
Actual,Melanoma of the skin,1988,Males,55-59,57
Actual,Melanoma of the skin,1988,Females,55-59,21
Actual,Melanoma of the skin,1988,Persons,55-59,78
Actual,Melanoma of the skin,1988,Males,60-64,57
Actual,Melanoma of the skin,1988,Females,60-64,26
Actual,Melanoma of the skin,1988,Persons,60-64,83
Actual,Melanoma of the skin,1988,Males,65-69,65
Actual,Melanoma of the skin,1988,Females,65-69,34
Actual,Melanoma of the skin,1988,Persons,65-69,99
Actual,Melanoma of the skin,1988,Males,70-74,59
Actual,Melanoma of the skin,1988,Females,70-74,36
Actual,Melanoma of the skin,1988,Persons,70-74,95
Actual,Melanoma of the skin,1988,Males,75-79,40
Actual,Melanoma of the skin,1988,Females,75-79,36
Actual,Melanoma of the skin,1988,Persons,75-79,76
Actual,Melanoma of the skin,1988,Males,80-84,21
Actual,Melanoma of the skin,1988,Females,80-84,28
Actual,Melanoma of the skin,1988,Persons,80-84,49
Actual,Melanoma of the skin,1988,Males,85-89,20
Actual,Melanoma of the skin,1988,Females,85-89,17
Actual,Melanoma of the skin,1988,Persons,85-89,37
Actual,Melanoma of the skin,1988,Males,90+,1
Actual,Melanoma of the skin,1988,Females,90+,6
Actual,Melanoma of the skin,1988,Persons,90+,7
Actual,Melanoma of the skin,1988,Males,All ages combined,479
Actual,Melanoma of the skin,1988,Females,All ages combined,293
Actual,Melanoma of the skin,1988,Persons,All ages combined,772
Actual,Melanoma of the skin,1989,Males,15-19,3
Actual,Melanoma of the skin,1989,Females,15-19,2
Actual,Melanoma of the skin,1989,Persons,15-19,5
Actual,Melanoma of the skin,1989,Males,20-24,2
Actual,Melanoma of the skin,1989,Females,20-24,2
Actual,Melanoma of the skin,1989,Persons,20-24,4
Actual,Melanoma of the skin,1989,Males,25-29,7
Actual,Melanoma of the skin,1989,Females,25-29,3
Actual,Melanoma of the skin,1989,Persons,25-29,10
Actual,Melanoma of the skin,1989,Males,30-34,15
Actual,Melanoma of the skin,1989,Females,30-34,8
Actual,Melanoma of the skin,1989,Persons,30-34,23
Actual,Melanoma of the skin,1989,Males,35-39,22
Actual,Melanoma of the skin,1989,Females,35-39,12
Actual,Melanoma of the skin,1989,Persons,35-39,34
Actual,Melanoma of the skin,1989,Males,40-44,22
Actual,Melanoma of the skin,1989,Females,40-44,22
Actual,Melanoma of the skin,1989,Persons,40-44,44
Actual,Melanoma of the skin,1989,Males,45-49,33
Actual,Melanoma of the skin,1989,Females,45-49,24
Actual,Melanoma of the skin,1989,Persons,45-49,57
Actual,Melanoma of the skin,1989,Males,50-54,39
Actual,Melanoma of the skin,1989,Females,50-54,18
Actual,Melanoma of the skin,1989,Persons,50-54,57
Actual,Melanoma of the skin,1989,Males,55-59,54
Actual,Melanoma of the skin,1989,Females,55-59,22
Actual,Melanoma of the skin,1989,Persons,55-59,76
Actual,Melanoma of the skin,1989,Males,60-64,60
Actual,Melanoma of the skin,1989,Females,60-64,27
Actual,Melanoma of the skin,1989,Persons,60-64,87
Actual,Melanoma of the skin,1989,Males,65-69,67
Actual,Melanoma of the skin,1989,Females,65-69,25
Actual,Melanoma of the skin,1989,Persons,65-69,92
Actual,Melanoma of the skin,1989,Males,70-74,70
Actual,Melanoma of the skin,1989,Females,70-74,26
Actual,Melanoma of the skin,1989,Persons,70-74,96
Actual,Melanoma of the skin,1989,Males,75-79,58
Actual,Melanoma of the skin,1989,Females,75-79,42
Actual,Melanoma of the skin,1989,Persons,75-79,100
Actual,Melanoma of the skin,1989,Males,80-84,33
Actual,Melanoma of the skin,1989,Females,80-84,26
Actual,Melanoma of the skin,1989,Persons,80-84,59
Actual,Melanoma of the skin,1989,Males,85-89,13
Actual,Melanoma of the skin,1989,Females,85-89,15
Actual,Melanoma of the skin,1989,Persons,85-89,28
Actual,Melanoma of the skin,1989,Males,90+,3
Actual,Melanoma of the skin,1989,Females,90+,7
Actual,Melanoma of the skin,1989,Persons,90+,10
Actual,Melanoma of the skin,1989,Males,All ages combined,501
Actual,Melanoma of the skin,1989,Females,All ages combined,281
Actual,Melanoma of the skin,1989,Persons,All ages combined,782
Actual,Melanoma of the skin,1990,Males,00-04,1
Actual,Melanoma of the skin,1990,Persons,00-04,1
Actual,Melanoma of the skin,1990,Females,10-14,1
Actual,Melanoma of the skin,1990,Persons,10-14,1
Actual,Melanoma of the skin,1990,Males,15-19,1
Actual,Melanoma of the skin,1990,Persons,15-19,1
Actual,Melanoma of the skin,1990,Males,20-24,3
Actual,Melanoma of the skin,1990,Females,20-24,3
Actual,Melanoma of the skin,1990,Persons,20-24,6
Actual,Melanoma of the skin,1990,Males,25-29,9
Actual,Melanoma of the skin,1990,Females,25-29,9
Actual,Melanoma of the skin,1990,Persons,25-29,18
Actual,Melanoma of the skin,1990,Males,30-34,15
Actual,Melanoma of the skin,1990,Females,30-34,10
Actual,Melanoma of the skin,1990,Persons,30-34,25
Actual,Melanoma of the skin,1990,Males,35-39,21
Actual,Melanoma of the skin,1990,Females,35-39,20
Actual,Melanoma of the skin,1990,Persons,35-39,41
Actual,Melanoma of the skin,1990,Males,40-44,28
Actual,Melanoma of the skin,1990,Females,40-44,25
Actual,Melanoma of the skin,1990,Persons,40-44,53
Actual,Melanoma of the skin,1990,Males,45-49,38
Actual,Melanoma of the skin,1990,Females,45-49,16
Actual,Melanoma of the skin,1990,Persons,45-49,54
Actual,Melanoma of the skin,1990,Males,50-54,49
Actual,Melanoma of the skin,1990,Females,50-54,17
Actual,Melanoma of the skin,1990,Persons,50-54,66
Actual,Melanoma of the skin,1990,Males,55-59,49
Actual,Melanoma of the skin,1990,Females,55-59,18
Actual,Melanoma of the skin,1990,Persons,55-59,67
Actual,Melanoma of the skin,1990,Males,60-64,60
Actual,Melanoma of the skin,1990,Females,60-64,33
Actual,Melanoma of the skin,1990,Persons,60-64,93
Actual,Melanoma of the skin,1990,Males,65-69,70
Actual,Melanoma of the skin,1990,Females,65-69,27
Actual,Melanoma of the skin,1990,Persons,65-69,97
Actual,Melanoma of the skin,1990,Males,70-74,60
Actual,Melanoma of the skin,1990,Females,70-74,43
Actual,Melanoma of the skin,1990,Persons,70-74,103
Actual,Melanoma of the skin,1990,Males,75-79,58
Actual,Melanoma of the skin,1990,Females,75-79,40
Actual,Melanoma of the skin,1990,Persons,75-79,98
Actual,Melanoma of the skin,1990,Males,80-84,31
Actual,Melanoma of the skin,1990,Females,80-84,24
Actual,Melanoma of the skin,1990,Persons,80-84,55
Actual,Melanoma of the skin,1990,Males,85-89,16
Actual,Melanoma of the skin,1990,Females,85-89,21
Actual,Melanoma of the skin,1990,Persons,85-89,37
Actual,Melanoma of the skin,1990,Males,90+,3
Actual,Melanoma of the skin,1990,Females,90+,10
Actual,Melanoma of the skin,1990,Persons,90+,13
Actual,Melanoma of the skin,1990,Males,All ages combined,512
Actual,Melanoma of the skin,1990,Females,All ages combined,317
Actual,Melanoma of the skin,1990,Persons,All ages combined,829
Actual,Melanoma of the skin,1991,Females,10-14,1
Actual,Melanoma of the skin,1991,Persons,10-14,1
Actual,Melanoma of the skin,1991,Males,15-19,1
Actual,Melanoma of the skin,1991,Females,15-19,1
Actual,Melanoma of the skin,1991,Persons,15-19,2
Actual,Melanoma of the skin,1991,Males,20-24,3
Actual,Melanoma of the skin,1991,Females,20-24,1
Actual,Melanoma of the skin,1991,Persons,20-24,4
Actual,Melanoma of the skin,1991,Males,25-29,3
Actual,Melanoma of the skin,1991,Females,25-29,4
Actual,Melanoma of the skin,1991,Persons,25-29,7
Actual,Melanoma of the skin,1991,Males,30-34,17
Actual,Melanoma of the skin,1991,Females,30-34,11
Actual,Melanoma of the skin,1991,Persons,30-34,28
Actual,Melanoma of the skin,1991,Males,35-39,19
Actual,Melanoma of the skin,1991,Females,35-39,13
Actual,Melanoma of the skin,1991,Persons,35-39,32
Actual,Melanoma of the skin,1991,Males,40-44,33
Actual,Melanoma of the skin,1991,Females,40-44,13
Actual,Melanoma of the skin,1991,Persons,40-44,46
Actual,Melanoma of the skin,1991,Males,45-49,26
Actual,Melanoma of the skin,1991,Females,45-49,22
Actual,Melanoma of the skin,1991,Persons,45-49,48
